iteration,suite,latency_ms,latency_ns,ciphertext_size,public_key_size,success,encap_variance,label,anomaly_type
12,ML-KEM-1024,0.5695339746469577,569533.9746469577,1568,1568,False,0.0,1,implicit_rejection
44,ML-KEM-768,0.5672622152212357,567262.2152212356,1088,1184,True,0.0,0,normal
6,ML-KEM-1024,0.6296703876333886,629670.3876333885,1568,1522,True,0.0,1,public_key_tampering
65,ML-KEM-768,0.605129064064266,605129.064064266,1088,1184,True,0.0,0,normal
51,Classical,0.29246104897946323,292461.04897946323,32,32,True,0.0,0,normal
85,ML-KEM-768,0.5705805177157766,570580.5177157766,1088,1184,True,0.0,0,normal
10,Classical,0.27816482137506726,278164.8213750673,32,32,True,0.0,0,normal
70,ML-KEM-1024,0.6084364182619152,608436.4182619152,1568,1568,True,0.0,0,normal
43,ML-KEM-1024,0.5724151539747255,572415.1539747255,1568,1568,True,0.0,0,normal
12,ML-KEM-768,0.6067510166095992,606751.0166095992,1088,1184,True,0.0,0,normal
35,ML-KEM-768,0.6583340858719424,658334.0858719425,1088,1184,True,0.0,0,normal
28,ML-KEM-768,0.6398070853901281,639807.0853901281,1088,1184,True,0.0,0,normal
54,ML-KEM-1024,0.6247984017538576,624798.4017538576,1568,1568,True,0.0,0,normal
26,ML-KEM-1024,0.6237575031944588,623757.5031944588,1568,1568,True,0.0,0,normal
14,ML-KEM-1024,18.063061324663057,18063061.324663058,1568,1568,True,0.0,1,timing_moderate
7,ML-KEM-1024,0.6364506796402735,636450.6796402734,1542,1568,True,0.0,1,ciphertext_tampering
105,ML-KEM-1024,0.5874024829630206,587402.4829630206,1568,1568,True,0.0,0,normal
95,ML-KEM-768,0.6091411677507071,609141.1677507071,1088,1184,True,0.0,0,normal
51,ML-KEM-768,0.6094176683143596,609417.6683143596,1088,1184,True,0.0,0,normal
8,Classical,0.29594064997239217,295940.6499723922,32,32,True,0.0,0,normal
9,ML-KEM-768,22.345094929827248,22345094.929827247,1088,1184,True,0.0,1,timing_moderate
0,ML-KEM-1024,0.5908216158508915,590821.6158508916,1568,1619,True,0.0,1,public_key_tampering
62,ML-KEM-1024,0.5616429868068239,561642.9868068239,1568,1568,True,0.0,0,normal
41,ML-KEM-768,0.5913183675792338,591318.3675792338,1088,1184,True,0.0,0,normal
14,ML-KEM-768,0.6047758543220414,604775.8543220414,1088,1184,False,0.0,1,implicit_rejection
90,ML-KEM-1024,0.5656134850293426,565613.4850293426,1568,1568,True,0.0,0,normal
50,Classical,0.36988784944831765,369887.84944831766,32,32,True,0.0,0,normal
22,Classical,0.21529392409312406,215293.92409312405,32,32,True,0.0,0,normal
8,ML-KEM-768,0.5813327835329419,581332.783532942,1185,1184,True,0.0,1,ciphertext_tampering
4,ML-KEM-768,0.607652623445714,607652.623445714,1088,1184,True,0.0,0,normal
24,Classical,0.23467336958899276,234673.36958899276,32,32,True,0.0,0,normal
11,ML-KEM-1024,0.6399010354383324,639901.0354383325,1616,1568,True,0.0,1,ciphertext_tampering
100,ML-KEM-768,0.6055438443805009,605543.844380501,1088,1184,True,0.0,0,normal
110,ML-KEM-1024,0.5961391102742803,596139.1102742803,1568,1568,True,0.0,0,normal
6,ML-KEM-768,0.5930665654368835,593066.5654368835,1088,1184,True,0.0,1,public_key_tampering
97,ML-KEM-1024,0.6127617946018163,612761.7946018163,1568,1568,True,0.0,0,normal
55,ML-KEM-1024,0.6155122900747204,615512.2900747204,1568,1568,True,0.0,0,normal
98,ML-KEM-768,0.5801212727570301,580121.2727570301,1088,1184,True,0.0,0,normal
60,Classical,0.3080416154412547,308041.6154412547,32,32,True,0.0,0,normal
99,ML-KEM-1024,0.6054275899805839,605427.5899805839,1568,1568,True,0.0,0,normal
61,ML-KEM-768,0.5622784457070281,562278.4457070281,1088,1184,True,0.0,0,normal
47,ML-KEM-768,0.6081789365856825,608178.9365856824,1088,1184,True,0.0,0,normal
32,ML-KEM-768,0.6280235324470478,628023.5324470478,1088,1184,True,0.0,0,normal
35,Classical,0.32968920481209324,329689.20481209323,32,32,True,0.0,0,normal
95,Classical,0.2520919121270273,252091.91212702732,32,32,True,0.0,0,normal
84,ML-KEM-1024,0.6000937828256133,600093.7828256133,1568,1568,True,0.0,0,normal
9,ML-KEM-1024,0.644403998094868,644403.998094868,1508,1568,True,0.0,1,ciphertext_tampering
27,ML-KEM-768,0.5755657846429746,575565.7846429746,1088,1184,True,0.0,0,normal
6,ML-KEM-1024,18.24367832914349,18243678.329143487,1568,1568,True,0.0,1,timing_moderate
114,ML-KEM-1024,0.6149914047947834,614991.4047947834,1568,1568,True,0.0,0,normal
28,Classical,0.2753406117460006,275340.6117460006,32,32,True,0.0,0,normal
56,Classical,0.3278723819482614,327872.3819482614,32,32,True,0.0,0,normal
46,ML-KEM-1024,0.5911003931641355,591100.3931641355,1568,1568,True,0.0,0,normal
4,ML-KEM-768,0.5936497007892433,593649.7007892433,1088,1172,True,0.0,1,public_key_tampering
22,ML-KEM-1024,0.6100141376102649,610014.1376102649,1568,1568,True,0.0,0,normal
62,ML-KEM-768,0.5482628997206206,548262.8997206206,1088,1184,True,0.0,0,normal
19,ML-KEM-1024,0.5894103515794012,589410.3515794013,1568,1568,True,0.0,0,normal
12,ML-KEM-1024,0.608689784820729,608689.784820729,1568,1568,True,0.0,0,normal
6,ML-KEM-768,0.6034937136927937,603493.7136927937,1088,1184,False,0.0,1,implicit_rejection
8,ML-KEM-768,0.6233350666364056,623335.0666364055,1088,1184,True,0.0,0,normal
94,Classical,0.16303029101588443,163030.29101588443,32,32,True,0.0,0,normal
9,ML-KEM-1024,0.5223292831476698,522329.28314766975,1568,1483,True,0.0,1,public_key_tampering
64,ML-KEM-768,0.5382940403473467,538294.0403473467,1088,1184,True,0.0,0,normal
68,Classical,0.24732498680065762,247324.9868006576,32,32,True,0.0,0,normal
14,ML-KEM-768,0.5628259535268137,562825.9535268138,1088,1184,True,0.0,0,normal
40,ML-KEM-1024,0.5585281123346589,558528.112334659,1568,1568,True,0.0,0,normal
40,ML-KEM-768,0.563396070934561,563396.070934561,1088,1184,True,0.0,0,normal
5,ML-KEM-1024,0.6893201446969801,689320.1446969801,1568,1502,True,0.0,1,public_key_tampering
1,ML-KEM-768,0.6211064089848939,621106.4089848939,1088,1191,True,0.0,1,public_key_tampering
100,ML-KEM-1024,0.5838073744809478,583807.3744809477,1568,1568,True,0.0,0,normal
47,Classical,0.20324466946229078,203244.66946229077,32,32,True,0.0,0,normal
12,ML-KEM-768,0.5728816944120289,572881.6944120289,1088,1094,True,0.0,1,public_key_tampering
8,ML-KEM-768,0.5406655395069773,540665.5395069773,1088,1131,True,0.0,1,public_key_tampering
105,Classical,0.35914257863874316,359142.57863874314,32,32,True,0.0,0,normal
4,Classical,0.35781255323362193,357812.55323362193,32,32,True,0.0,0,normal
91,ML-KEM-1024,0.5534159618956082,553415.9618956081,1568,1568,True,0.0,0,normal
96,ML-KEM-1024,0.5389295658286355,538929.5658286355,1568,1568,True,0.0,0,normal
63,Classical,0.38316285139443484,383162.85139443487,32,32,True,0.0,0,normal
3,ML-KEM-1024,0.6442355804990557,644235.5804990557,1568,1649,True,0.0,1,public_key_tampering
19,Classical,0.29143416387329624,291434.16387329623,32,32,True,0.0,0,normal
4,ML-KEM-1024,0.5962570426591315,596257.0426591315,1568,1568,False,0.0,1,implicit_rejection
4,ML-KEM-1024,0.6355637533309952,635563.7533309952,1568,1631,True,0.0,1,public_key_tampering
71,Classical,0.4552100730094425,455210.0730094425,32,32,True,0.0,0,normal
2,ML-KEM-768,17.64355830387688,17643558.30387688,1088,1184,True,0.0,1,timing_moderate
37,Classical,0.46817939475947956,468179.39475947956,32,32,True,0.0,0,normal
85,ML-KEM-1024,0.6063442140153753,606344.2140153754,1568,1568,True,0.0,0,normal
45,ML-KEM-1024,0.6273784854494601,627378.4854494601,1568,1568,True,0.0,0,normal
43,ML-KEM-768,0.5935460119004509,593546.0119004509,1088,1184,True,0.0,0,normal
101,ML-KEM-1024,0.6160506045032916,616050.6045032917,1568,1568,True,0.0,0,normal
74,ML-KEM-1024,0.5683589411517311,568358.9411517312,1568,1568,True,0.0,0,normal
77,Classical,0.31208724526679493,312087.2452667949,32,32,True,0.0,0,normal
27,Classical,0.2637417143203693,263741.7143203693,32,32,True,0.0,0,normal
105,ML-KEM-768,0.6547482054813756,654748.2054813756,1088,1184,True,0.0,0,normal
53,ML-KEM-768,0.6215168803629131,621516.8803629131,1088,1184,True,0.0,0,normal
1,ML-KEM-768,0.604682814001663,604682.814001663,1071,1184,True,0.0,1,ciphertext_tampering
1,ML-KEM-768,0.6177945344471015,617794.5344471015,1088,1184,True,0.0,0,normal
4,ML-KEM-1024,0.6469504002697377,646950.4002697377,1499,1568,True,0.0,1,ciphertext_tampering
12,ML-KEM-768,0.5253593057464951,525359.3057464951,1088,1184,False,0.0,1,implicit_rejection
49,ML-KEM-768,0.5721560642436107,572156.0642436106,1088,1184,True,0.0,0,normal
80,ML-KEM-768,0.651891896852315,651891.8968523149,1088,1184,True,0.0,0,normal
89,ML-KEM-1024,0.5935918849511194,593591.8849511193,1568,1568,True,0.0,0,normal
34,ML-KEM-768,0.6045542383203165,604554.2383203165,1088,1184,True,0.0,0,normal
31,Classical,0.3136012904134454,313601.29041344544,32,32,True,0.0,0,normal
18,ML-KEM-768,23.94139956576968,23941399.56576968,1088,1184,True,0.0,1,timing_moderate
91,ML-KEM-768,0.6256192122676257,625619.2122676257,1088,1184,True,0.0,0,normal
107,Classical,0.2074379735728029,207437.97357280288,32,32,True,0.0,0,normal
3,ML-KEM-768,0.616449602060224,616449.602060224,1088,1184,False,0.0,1,implicit_rejection
52,ML-KEM-768,0.583682591779609,583682.591779609,1088,1184,True,0.0,0,normal
113,Classical,0.2248470829108063,224847.0829108063,32,32,True,0.0,0,normal
32,Classical,0.3342773708153205,334277.3708153205,32,32,True,0.0,0,normal
9,Classical,0.2928533252074013,292853.3252074013,32,32,True,0.0,0,normal
13,ML-KEM-768,0.5967414996687975,596741.4996687975,1088,1184,True,0.0,0,normal
83,Classical,0.30254538129734465,302545.38129734463,32,32,True,0.0,0,normal
88,ML-KEM-768,0.5764884944397195,576488.4944397195,1088,1184,True,0.0,0,normal
19,ML-KEM-1024,21.526196356678998,21526196.356678996,1568,1568,True,0.0,1,timing_moderate
41,Classical,0.3176189876489764,317618.9876489764,32,32,True,0.0,0,normal
50,ML-KEM-1024,0.6099701771237621,609970.1771237621,1568,1568,True,0.0,0,normal
96,Classical,0.26622177528057833,266221.77528057835,32,32,True,0.0,0,normal
7,ML-KEM-1024,0.5884497304329694,588449.7304329694,1568,1568,False,0.0,1,implicit_rejection
18,ML-KEM-1024,0.5452054696739803,545205.4696739803,1568,1568,True,0.0,0,normal
74,Classical,0.22191505242463055,221915.05242463056,32,32,True,0.0,0,normal
1,ML-KEM-1024,0.5626735378283804,562673.5378283804,1568,1568,False,0.0,1,implicit_rejection
87,Classical,0.3163529607832156,316352.96078321565,32,32,True,0.0,0,normal
11,Classical,0.3130303351458667,313030.3351458667,32,32,True,0.0,0,normal
54,ML-KEM-768,0.60538023640866,605380.23640866,1088,1184,True,0.0,0,normal
15,ML-KEM-768,21.937890696160263,21937890.696160264,1088,1184,True,0.0,1,timing_moderate
50,ML-KEM-768,0.624699421194086,624699.421194086,1088,1184,True,0.0,0,normal
58,ML-KEM-1024,0.6413698587018984,641369.8587018985,1568,1568,True,0.0,0,normal
73,ML-KEM-1024,0.6107432005169376,610743.2005169376,1568,1568,True,0.0,0,normal
11,ML-KEM-1024,0.6018892878876705,601889.2878876704,1568,1568,False,0.0,1,implicit_rejection
71,ML-KEM-1024,0.5985282914659241,598528.2914659241,1568,1568,True,0.0,0,normal
53,ML-KEM-1024,0.6134311379706796,613431.1379706796,1568,1568,True,0.0,0,normal
58,ML-KEM-768,0.6640021835607561,664002.1835607562,1088,1184,True,0.0,0,normal
48,ML-KEM-768,0.5614631730217141,561463.1730217141,1088,1184,True,0.0,0,normal
112,Classical,0.31196861670283965,311968.6167028397,32,32,True,0.0,0,normal
3,Classical,0.2700799308485303,270079.9308485303,32,32,True,0.0,0,normal
20,Classical,0.2416135300055457,241613.5300055457,32,32,True,0.0,0,normal
21,ML-KEM-768,0.5969409244061903,596940.9244061903,1088,1184,True,0.0,0,normal
81,Classical,0.3294609810028674,329460.9810028674,32,32,True,0.0,0,normal
44,ML-KEM-1024,0.5451744963326727,545174.4963326727,1568,1568,True,0.0,0,normal
44,Classical,0.3066959335459358,306695.9335459358,32,32,True,0.0,0,normal
10,ML-KEM-1024,0.6094038890325539,609403.8890325539,1568,1658,True,0.0,1,public_key_tampering
75,ML-KEM-1024,0.6564314931050227,656431.4931050227,1568,1568,True,0.0,0,normal
17,ML-KEM-1024,22.42615524863279,22426155.24863279,1568,1568,True,0.0,1,timing_moderate
61,Classical,0.37001395165896434,370013.95165896433,32,32,True,0.0,0,normal
10,ML-KEM-768,0.6172159756166367,617215.9756166367,1088,1198,True,0.0,1,public_key_tampering
111,Classical,0.20629838118197638,206298.38118197638,32,32,True,0.0,0,normal
25,Classical,0.19788665480031126,197886.65480031125,32,32,True,0.0,0,normal
76,Classical,0.3133692597683857,313369.2597683857,32,32,True,0.0,0,normal
33,ML-KEM-1024,0.6413160700533904,641316.0700533905,1568,1568,True,0.0,0,normal
14,ML-KEM-1024,0.6180280578165867,618028.0578165867,1568,1568,True,0.0,0,normal
35,ML-KEM-1024,0.6466150138301641,646615.0138301641,1568,1568,True,0.0,0,normal
11,ML-KEM-768,18.811426466422294,18811426.466422293,1088,1184,True,0.0,1,timing_moderate
99,ML-KEM-768,0.6641963901204658,664196.3901204658,1088,1184,True,0.0,0,normal
4,ML-KEM-1024,20.754774052838506,20754774.052838508,1568,1568,True,0.0,1,timing_moderate
87,ML-KEM-768,0.6345962882338507,634596.2882338507,1088,1184,True,0.0,0,normal
10,ML-KEM-768,0.6610703646660933,661070.3646660933,1088,1184,False,0.0,1,implicit_rejection
98,Classical,0.30858245298350284,308582.4529835028,32,32,True,0.0,0,normal
98,ML-KEM-1024,0.58562038506958,585620.38506958,1568,1568,True,0.0,0,normal
3,ML-KEM-1024,0.6026257010096395,602625.7010096395,1568,1568,False,0.0,1,implicit_rejection
5,ML-KEM-1024,0.6296246555451405,629624.6555451405,1568,1568,True,0.0,0,normal
14,ML-KEM-1024,0.6547194711509375,654719.4711509375,1568,1568,False,0.0,1,implicit_rejection
20,ML-KEM-768,0.5652787629124681,565278.7629124682,1088,1184,True,0.0,0,normal
72,ML-KEM-1024,0.5958089931777966,595808.9931777966,1568,1568,True,0.0,0,normal
71,ML-KEM-768,0.5806863430352293,580686.3430352292,1088,1184,True,0.0,0,normal
106,ML-KEM-768,0.616077781270031,616077.781270031,1088,1184,True,0.0,0,normal
38,Classical,0.2881960281281743,288196.0281281743,32,32,True,0.0,0,normal
0,ML-KEM-768,18.432512108601603,18432512.108601604,1088,1184,True,0.0,1,timing_moderate
2,ML-KEM-1024,0.5949626860949899,594962.6860949899,1568,1508,True,0.0,1,public_key_tampering
102,ML-KEM-768,0.6493431301374881,649343.1301374881,1088,1184,True,0.0,0,normal
